ISIN,NAME,Country,w_vw_pct,w_constr_pct,active_pct,carbon_intensity,cf_coeff,side
DK0010234467,FLSMIDTH AND B,DK,0.04186197726601193,0.12891169771223948,0.08704972044622755,18.19546577761721,24.59871493942196,overweight
US91822M5022,VEON ADR 1:25,NL,0.2466477835257574,0.3311416201605568,0.0844938366347994,58.54019486860067,67.90638576561432,overweight
GB0002074580,GENUS,GB,0.01716880012204458,0.09800312722413737,0.08083432710209279,145.47388785022437,56.621430223147186,overweight
JE00BJ1DLW90,MAN GROUP,GB,0.032205519728297334,0.09982750334773226,0.06762198361943493,6.615605664734032,3.2725563692537647,overweight
DE0005909006,BILFINGER BERGER,DE,0.058858201071648804,0.11950518083466614,0.06064697976301734,9.708447112689464,23.84862007255343,overweight
IT0003506190,ATLANTIA DEAD - DELIST.09/12/22,IT,0.15418223684580357,0.21199335512233994,0.05781111827653637,32.65156568013122,18.35685662326794,overweight
ES0173093024,REDEIA CORPORACION,ES,0.09147078254986252,0.14721834565183647,0.05574756310197396,346.16474135230817,112.87379301832564,overweight
GB00B0KM9T71,STHREE,GB,0.008041733772045076,0.06333168575607233,0.05528995198402725,3.297487727912167,4.625258415872135,overweight
ES0182870214,SACYR,ES,0.01225999024786248,0.06727740354400988,0.05501741329614739,24.36640025150432,122.04203687587282,overweight
ES0171996087,GRIFOLS ORD CL A,ES,0.09054772877986011,0.1438430116212724,0.053295282841412286,52.38877772147441,25.76740158364996,overweight
CH0012214059,HOLCIM,CH,0.3202232333087992,9.172140620964201e-17,-0.32022323330879915,4279.055077348216,3955.73298453661,underweight
DE000ENAG999,E ON N,DE,0.43722662604131673,0.14245960095664673,-0.29476702508466995,667.1590709639139,3424.953924863832,underweight
IT0003128367,ENEL,IT,0.5010844535677447,0.2097738766362006,-0.29131057693154405,1027.1072583876644,2880.429588481055,underweight
DE0007037129,RWE,DE,0.27116180883586943,9.698516651747427e-17,-0.2711618088358693,2405.925369949495,7654.582065767181,underweight
DK0010244508,A P MOLLER MAERSK B,DK,0.22424660844456212,5.421010862427522e-17,-0.2242466084445621,539.4936900451088,1874.218867999688,underweight
ES0130670112,ENDESA,ES,0.31024854553989434,0.11937715403828107,-0.19087139150161325,1260.6917125052132,2229.1465553576527,underweight
FR0010242511,EDF DEAD - DELIST.08/06/23,FR,0.4462713123236709,0.2710016982105926,-0.17526961411307831,806.716712864882,2233.9931449134383,underweight
DE0006047004,HEIDELBERG MATERIALS,DE,0.15080552253691173,3.1154244156644113e-17,-0.1508055225369117,3082.970923678399,4870.331536301658,underweight
DE0007500001,THYSSENKRUPP,DE,0.15946026822798665,0.010659214098284448,-0.14880105412970218,510.3069926292869,2217.4122099274714,underweight
BE0003470755,SOLVAY,BE,0.17004945671232463,0.052160958381633524,-0.1178884983306911,848.24553861257,1087.5744272901645,underweight
