date,R_mv,R_vw,R_mv_cf50,R_vw_cf50,R_vw_nz
2017-07-31,0.01670263870777304,0.027456244660843062,0.01621061346579088,0.02577122159287147,0.025936832772033847
2017-08-31,-0.08295423339584734,-0.0014093444593438892,-0.08846879063564105,-0.00461868967930852,-0.004153571269855683
2017-09-29,0.02708926861554245,0.03521785849825859,0.026846943374622637,0.03326081450885684,0.032916218685857805
2017-10-31,-0.01887743546620815,0.007626111131130072,-0.0176815323975094,0.005374015002684239,0.005609588149523295
2017-11-30,-0.013681181077770355,0.0036277663889264025,-0.011526393090974939,0.005418895786692674,0.005348485426925053
2017-12-29,0.030568072845142492,0.010865430064301733,0.026104311098950832,0.010648733307265484,0.01060221114975766
2018-01-31,0.03993175862402396,0.05576510165176524,0.04193601840265551,0.05397764429555077,0.05407118657981376
2018-02-28,-0.023627270068328744,-0.058187166592162866,-0.02217939048818801,-0.05794066799477349,-0.05781405087304835
2018-03-30,-0.0029197815269875306,-0.011004662932069137,8.463505478172734e-05,-0.011494881599119839,-0.011529581086936238
2018-04-30,0.019286533200762263,0.028378822270395898,0.018443510711692333,0.026941178322318036,0.027073888163336907
2018-05-31,0.010967972023180301,-0.030334329884897412,0.00664837882558758,-0.03005816736387313,-0.030215298401103225
2018-06-29,0.017932429760486365,-0.003967835206338574,0.01737214094878722,-0.0019660626653559476,-0.002216333850908119
2018-07-31,0.022192700001444386,0.031768695087245086,0.02017762493568915,0.031331444530415205,0.03166238367443763
2018-08-31,-0.0009955342015407105,-0.026169886026630763,4.903198010827985e-05,-0.025452064297777393,-0.02566339722313974
2018-09-28,-0.007143469324620153,0.0037353153073561005,-0.011480505498942549,0.003833278525352826,0.0037742704912049068
2018-10-31,-0.0220290991993431,-0.07547319099250742,-0.02123781457249605,-0.07307837366686488,-0.07320886557843223
2018-11-30,0.011322987605583994,-0.003929526481149597,0.014756378249880131,-0.001821229963839681,-0.0023635024045225795
2018-12-31,-0.07495305321128114,-0.051464439186327635,-0.07674329877290695,-0.05356275415549941,-0.0536284147994093
2019-01-31,0.06097221069149961,0.06889477267698206,0.06267451793757177,0.07085984322847472,0.07193650297522512
2019-02-28,0.02174927267694867,0.03430589041485879,0.0190917218405496,0.036435087642852734,0.036041935315513
2019-03-29,0.012952528858889447,0.009463641671584427,0.005997015840613923,0.005876279544113624,0.004945901577174387
2019-04-30,-0.00985050571182454,0.038223660923213006,-0.008936955052766815,0.04283997832981372,0.043185560688148314
2019-05-31,-0.035903745663137074,-0.05263413650954557,-0.03411088259710922,-0.06031922399437337,-0.06122013583214555
2019-06-28,0.032470657855233113,0.067828531983333,0.029501132377186965,0.06910252148321977,0.06898575917510771
2019-07-31,-0.0248676394322287,-0.016138023166151406,-0.022855069852329712,-0.01753343436574595,-0.017300487327772205
2019-08-30,-0.027877294959212057,-0.02332332902477628,-0.022755831061329206,-0.02786419995188548,-0.02851770786017401
2019-09-30,-0.006637235776446886,0.02775311390823741,-0.009589495544525846,0.030722121627984954,0.03139051872042693
2019-10-31,0.010600685188867125,0.030899711988160054,0.015237513277199976,0.03236847264878322,0.03271086266806375
2019-11-29,0.02955911148341736,0.016634336431384362,0.03267265623115348,0.017513170908581954,0.01780172581557573
2019-12-31,0.05596444693154419,0.04005840060975784,0.05224000215707467,0.04143284976169323,0.041521692175498996
2020-01-31,1.990754862339801e-05,-0.02686252759069197,-0.004702494994609107,-0.028083605496267223,-0.028891183454997256
2020-02-28,-0.0742611584952129,-0.09462609928749813,-0.07833177506374207,-0.0964345255826114,-0.09592858975053939
2020-03-31,-0.11933609396735628,-0.15296258250294462,-0.11281366883431967,-0.16019578144109792,-0.1587612085882681
2020-04-30,0.0689616396159491,0.062469932974478615,0.0548690114167385,0.06152728572401358,0.060904931783895146
2020-05-29,0.026654140508045862,0.04441732303440002,0.026846960127902008,0.04073787721999915,0.04195776046642399
2020-06-30,0.001833637706806568,0.040706002014052,0.009056700562490303,0.04024220743381408,0.0403831955937947
2020-07-31,0.04639475150096422,0.0347988429167135,0.04952313503875841,0.0337823592848036,0.03338215411781986
2020-08-31,0.03472600284740989,0.04456292478716038,0.03630042404089783,0.042835371898483604,0.04291671146595018
2020-09-30,-0.05297135816628809,-0.03744534240283104,-0.053177715237603215,-0.04003380672741669,-0.04018768118040994
2020-10-30,-0.02793220320181844,-0.05236538838530316,-0.0298682980545787,-0.0515646945785575,-0.05167892139415287
2020-11-30,0.14240277083447028,0.18284072950865887,0.1350976705214325,0.18775499416188057,0.18821934806850482
2020-12-31,0.0434290720186292,0.04586283887360827,0.04406610053983666,0.045012599812962975,0.04522636424579822
2021-01-29,-0.008613285983466272,-0.020252814589505216,-0.00683809012109756,-0.0214725033134577,-0.021247932475295883
2021-02-26,-0.015698579383845494,0.03448104285983346,-0.011781564536899342,0.036857074689087055,0.037987606873295054
2021-03-31,0.018681032044686758,0.035314784765919406,0.014488410239698993,0.0347020452278311,0.03492617840150097
2021-04-30,0.03328662296239793,0.05413968447363519,0.04137989394135873,0.05267635181410267,0.052331085475400205
2021-05-31,0.019289039744241326,0.04587368403238289,0.017333609651948075,0.04612102499406015,0.04619966482775299
2021-06-30,-0.013622118052104778,-0.016736209887447787,-0.012281724703495067,-0.019467140512975697,-0.01956671256969942
2021-07-30,0.043431475661234786,0.01694331775781807,0.04705959117869891,0.012838083903749457,0.012994493238328225
2021-08-31,0.012117533340899822,0.0141399895413615,0.005604063519547199,0.014073678272386501,0.01423151068899723
2021-09-30,-0.06261424140786437,-0.04655397766892392,-0.06406748001512555,-0.040570782587014666,-0.04038823914990855
2021-10-29,0.024886415084764753,0.046707792493802774,0.020591087261964534,0.044302829866176834,0.04425687131833744
2021-11-30,-0.016731575676786622,-0.048265466984073135,-0.02036819569280427,-0.052590359456168745,-0.052516208278921866
2021-12-31,0.05017457907241642,0.06743394175221712,0.04588461227426037,0.06923396415126543,0.06943642991401343
2022-01-31,-0.04693287010530245,-0.04225063436440793,-0.044944782452614726,-0.03743765359809656,-0.03673940033195942
2022-02-28,0.004104685139096281,-0.03440897899050477,-0.0025206307927476395,-0.03337594241200781,-0.03356185838513186
2022-03-31,0.02277052370142083,0.005067458239857244,0.026748601662448093,0.004668243332151262,0.003975831716377767
2022-04-29,-0.03375407712283665,-0.05881069701248706,-0.036843503744069916,-0.057238375977095544,-0.05697260706778065
2022-05-31,-0.001243381848230907,0.009888203312450557,-0.0036590960782090375,0.010781608173290085,0.011721776771842773
2022-06-30,-0.06591662782411795,-0.09895003042563186,-0.05798598613315034,-0.09792212844070448,-0.09884652416112409
2022-07-29,0.03421426446376325,0.051161178012977065,0.03227854720435106,0.04520525664061375,0.04517005933046535
2022-08-31,-0.0452709177703865,-0.05771565952445184,-0.04292588984652243,-0.0579038084215896,-0.05803561801792052
2022-09-30,-0.12004352262057856,-0.08914346375088901,-0.1136402412452667,-0.09023103959699943,-0.08991254711069685
2022-10-31,0.0800137387243821,0.07730825682574027,0.08358445728434677,0.07399573180189668,0.07555285769958339
2022-11-30,0.09220014385835014,0.10978731584527807,0.087903428012517,0.10861150450057025,0.10903887570635921
2022-12-30,0.004313289487519006,-0.008649437669805405,0.00708342003015871,-0.006667746924395044,-0.005860591348593989
2023-01-31,-0.0007193226534389918,0.09139022814321542,0.0021683712906530005,0.09707587726318229,0.0967604381311149
2023-02-28,-0.011083754390188025,-0.004931105134580525,-0.010987839230638504,-0.005020251536845797,-0.004905251709577352
2023-03-31,0.007091791293661739,0.02598585995569903,0.0067486192972684746,0.023991103766439408,0.024230088680260813
2023-04-28,0.044117117749944694,0.0413674316988375,0.044668350559094634,0.04106287016602593,0.04100549503415004
2023-05-31,-0.04020934408446299,-0.06019202290422328,-0.04168159338892431,-0.05701770528165958,-0.05732911075323045
2023-06-30,-0.10552522322400619,0.05267575380386256,-0.1142278090435641,0.05212869781992176,0.05233811379423984
2023-07-31,0.03459073433131721,0.02666922054602681,0.03632794149821483,0.02807400812025267,0.028909735421910686
2023-08-31,-0.033801533102162606,-0.037378220781097586,-0.034553917417998486,-0.03883666521470326,-0.03865339305492796
2023-09-29,-0.031139103840468373,-0.04015676301148586,-0.027835932224853803,-0.04146454291885497,-0.04172131796230255
2023-10-31,-0.021254153250154357,-0.036690620411423944,-0.02114980222548849,-0.039148720161507534,-0.03948968075930329
2023-11-30,0.0424817194000293,0.09886995511889421,0.03980407420815951,0.10303335524511775,0.10346682559762252
2023-12-29,0.038606946281311054,0.05012998242198502,0.04146277299325457,0.05244464110623259,0.05305476333925023
2024-01-31,-0.007129573811397604,-0.0023908384857526128,-0.007217582639878486,-0.0032459756330108745,-0.0035164228496598095
2024-02-29,0.0012331231422268276,0.01921416910221853,0.0013504829036687597,0.017485907793486594,0.017087837461213715
2024-03-29,0.028374518512455173,0.03387752508738005,0.028078367200271494,0.032198237183054555,0.0328824984992186
2024-04-30,0.015146970649111403,-0.02385049187082409,0.015517073376749915,-0.0224160967728372,-0.022650587360476766
2024-05-31,0.04250461042471439,0.04529122580912606,0.043510764657406026,0.04514223429988504,0.04506969851110466
2024-06-28,-0.021754781709920044,-0.029451955320493925,-0.021347161722098967,-0.031293463190410584,-0.03102832229294946
2024-07-31,0.050165997157831016,0.025833745755981356,0.05032982887682383,0.02738455770677909,0.027245785340706756
2024-08-30,0.026296392963091435,0.0374787652031976,0.025982865568813587,0.03652051724416023,0.036435827713250865
2024-09-30,-0.0102650873788806,0.011734020287816104,-0.010796335618876177,0.010647551822183922,0.010897661467106185
2024-10-31,-0.020373638372065378,-0.058205952295854055,-0.023939381098284553,-0.05943733085116275,-0.059162539437083765
2024-11-29,-0.024016355188198966,-0.010298651279031885,-0.02434713987640826,-0.014155754373392934,-0.013476819228856312
2024-12-31,-0.021543056737727564,-0.016135125386871594,-0.021507995569510316,-0.014021944091727192,-0.014483253830435293
2025-01-31,0.03905627944728445,0.06884043462871892,0.03964411652902421,0.06742085461141956,0.06764826215223743
2025-02-28,0.009440186451517668,0.030936979163475927,0.010434997609838676,0.027688624263594752,0.028110436321648086
2025-03-31,0.01867681823646558,0.0009723615244105544,0.019748430813155138,-0.0015148596539124493,-0.0015256164906245488
2025-04-30,0.09378434077399847,0.04126592312445402,0.09484319964413605,0.03744668371038759,0.03762672333747911
2025-05-30,-0.0023250600758722966,0.045495741348791745,-0.005389163689659764,0.04428249902166151,0.04377321746185845
2025-06-30,0.00886011822605665,0.019924135048079952,0.007072936847521183,0.01798231413878924,0.018835852732695443
2025-07-31,-0.025363845816185233,-0.010819069595706233,-0.025595561234198448,-0.012362205118857505,-0.01224469725154043
2025-08-29,0.022679800901710994,0.030906901933813558,0.023344338152040196,0.034145624518280904,0.033830610297392025
2025-09-30,0.003671454364556302,0.021393911071312412,0.002672608123394679,0.019484539164394417,0.01972017543777939
2025-10-31,-0.012149246491935977,0.010171576280029359,-0.012491463377733486,0.012572091301867698,0.012719395467374193
2025-11-28,0.012879504612949453,0.016791904736814602,0.018541186336134045,0.018228268949100228,0.018749900305226434
2025-12-31,0.05303207177550325,0.03715941304167622,0.054703959345594924,0.03675672367205918,0.03669034439533436
