portfolio,arith,geom,vol,sharpe_arith,sharpe_geom,min,max
P_oos_mv,0.04671291483430786,0.03783078922681926,0.13765508508084104,0.33934754249633897,0.2748230419864423,-0.12004352262057856,0.14240277083447028
P_oos_vw,0.08184802632311203,0.07162031922100542,0.1580881595373778,0.5177366006576867,0.45304037589274215,-0.15296258250294462,0.18284072950865887
